timestamp,bid_price,ask_price,bid_volume,ask_volume,order_flow,market_event
2024-11-18 11:10:36,156.75,156.98,344,38,BUY,DROP
2024-11-18 11:10:37,174.04,174.29,956,743,SELL,DROP
2024-11-18 11:10:38,186.24,186.46,661,609,BUY,NORMAL
2024-11-18 11:10:39,152.95,153.34,199,261,SELL,DROP
2024-11-18 11:10:40,159.17,159.22,351,453,BUY,DROP
2024-11-18 11:10:41,198.8,199.3,56,649,BUY,SPIKE
2024-11-18 11:10:42,124.59,124.83,155,48,BUY,NORMAL
2024-11-18 11:10:43,191.49,191.54,305,746,SELL,NORMAL
2024-11-18 11:10:44,132.56,132.8,291,497,BUY,DROP
2024-11-18 11:10:45,117.64,118.07,135,844,SELL,DROP
2024-11-18 11:10:46,116.38,116.66,403,947,HOLD,SPIKE
2024-11-18 11:10:47,118.52,118.92,505,647,BUY,DROP
2024-11-18 11:10:48,118.23,118.67,429,529,SELL,NORMAL
2024-11-18 11:10:49,117.92,118.06,346,733,BUY,DROP
2024-11-18 11:10:50,163.17,163.61,548,534,HOLD,DROP
2024-11-18 11:10:51,215.29,215.49,426,969,SELL,SPIKE
2024-11-18 11:10:52,147.65,147.89,300,504,HOLD,SPIKE
2024-11-18 11:10:53,193.81,194.0,107,592,SELL,DROP
2024-11-18 11:10:54,194.48,194.91,167,25,BUY,DROP
2024-11-18 11:10:55,162.14,162.5,87,801,HOLD,DROP
2024-11-18 11:10:56,188.68,188.84,833,626,HOLD,NORMAL
2024-11-18 11:10:57,197.91,198.36,519,475,BUY,DROP
2024-11-18 11:10:58,157.95,158.31,397,244,HOLD,SPIKE
2024-11-18 11:10:59,196.47,196.5,554,223,SELL,NORMAL
2024-11-18 11:11:00,149.98,150.24,605,261,SELL,SPIKE
2024-11-18 11:11:01,194.07,194.46,560,215,HOLD,NORMAL
2024-11-18 11:11:02,104.41,104.83,194,192,SELL,SPIKE
2024-11-18 11:11:03,153.53,153.64,106,101,SELL,DROP
2024-11-18 11:11:04,121.96,122.05,435,145,BUY,DROP
2024-11-18 11:11:05,174.27,174.71,899,73,HOLD,NORMAL
2024-11-18 11:11:06,192.62,192.76,488,138,SELL,NORMAL
2024-11-18 11:11:07,101.2,101.5,88,341,HOLD,DROP
2024-11-18 11:11:08,189.87,190.33,43,846,SELL,SPIKE
2024-11-18 11:11:09,180.06,180.29,758,760,SELL,NORMAL
2024-11-18 11:11:10,163.43,163.54,392,285,SELL,DROP
2024-11-18 11:11:11,173.17,173.63,912,293,BUY,SPIKE
2024-11-18 11:11:12,121.04,121.27,905,18,SELL,NORMAL
2024-11-18 11:11:13,192.64,193.06,749,496,HOLD,SPIKE
2024-11-18 11:11:14,187.03,187.12,252,369,BUY,NORMAL
2024-11-18 11:11:15,105.53,105.96,179,121,SELL,SPIKE
2024-11-18 11:11:16,166.8,167.14,775,992,HOLD,DROP
2024-11-18 11:11:17,157.56,157.62,684,942,SELL,DROP
2024-11-18 11:11:18,106.52,106.81,679,176,BUY,SPIKE
2024-11-18 11:11:19,126.54,126.87,977,259,HOLD,SPIKE
2024-11-18 11:11:20,130.9,131.33,99,459,HOLD,NORMAL
2024-11-18 11:11:21,172.23,172.34,956,994,HOLD,SPIKE
2024-11-18 11:11:22,163.94,164.3,45,338,SELL,NORMAL
2024-11-18 11:11:23,197.39,197.51,883,540,HOLD,DROP
2024-11-18 11:11:24,173.09,173.28,337,531,BUY,DROP
2024-11-18 11:11:25,143.25,143.75,935,447,SELL,DROP
2024-11-18 11:11:26,192.92,193.24,937,716,SELL,SPIKE
2024-11-18 11:11:27,104.6,104.63,83,558,BUY,NORMAL
2024-11-18 11:11:28,116.99,117.29,364,780,SELL,NORMAL
2024-11-18 11:11:29,192.75,193.03,266,258,BUY,SPIKE
2024-11-18 11:11:30,158.77,158.96,686,818,BUY,DROP
2024-11-18 11:11:31,156.48,156.7,529,93,BUY,DROP
2024-11-18 11:11:32,164.66,165.08,212,112,HOLD,NORMAL
2024-11-18 11:11:33,155.73,156.06,978,301,BUY,SPIKE
2024-11-18 11:11:34,117.54,117.83,83,154,SELL,NORMAL
2024-11-18 11:11:35,194.79,195.23,455,238,SELL,SPIKE
2024-11-18 11:11:36,163.43,163.89,210,591,HOLD,SPIKE
2024-11-18 11:11:37,168.96,169.13,150,262,SELL,SPIKE
2024-11-18 11:11:38,184.33,184.62,676,995,SELL,NORMAL
2024-11-18 11:11:39,163.54,163.55,781,178,SELL,DROP
2024-11-18 11:11:40,163.36,163.44,956,84,BUY,SPIKE
2024-11-18 11:11:41,112.52,112.66,962,830,HOLD,NORMAL
2024-11-18 11:11:42,109.02,109.24,115,987,BUY,SPIKE
2024-11-18 11:11:43,173.32,173.65,623,328,HOLD,NORMAL
2024-11-18 11:11:44,149.45,149.75,769,791,BUY,NORMAL
2024-11-18 11:11:45,145.15,145.44,466,576,BUY,DROP
2024-11-18 11:11:46,172.37,172.47,548,233,SELL,SPIKE
2024-11-18 11:11:47,170.75,171.0,75,137,HOLD,NORMAL
2024-11-18 11:11:48,100.09,100.53,327,591,HOLD,SPIKE
2024-11-18 11:11:49,217.82,218.15,808,241,BUY,SPIKE
2024-11-18 11:11:50,117.93,118.07,43,378,HOLD,SPIKE
2024-11-18 11:11:51,160.06,160.16,267,212,HOLD,DROP
2024-11-18 11:11:52,161.06,161.37,577,492,BUY,NORMAL
2024-11-18 11:11:53,163.1,163.12,59,17,HOLD,SPIKE
2024-11-18 11:11:54,130.5,130.84,62,713,SELL,NORMAL
2024-11-18 11:11:55,176.09,176.51,13,159,SELL,DROP
2024-11-18 11:11:56,126.89,126.92,302,218,SELL,DROP
2024-11-18 11:11:57,135.61,135.91,374,203,HOLD,SPIKE
2024-11-18 11:11:58,150.93,151.0,666,711,SELL,NORMAL
2024-11-18 11:11:59,176.49,176.54,933,516,HOLD,NORMAL
2024-11-18 11:12:00,121.85,122.06,871,751,SELL,SPIKE
2024-11-18 11:12:01,128.95,129.44,622,841,HOLD,DROP
2024-11-18 11:12:02,161.19,161.5,59,385,SELL,DROP
2024-11-18 11:12:03,153.27,153.67,601,891,SELL,DROP
2024-11-18 11:12:04,194.45,194.86,472,431,BUY,DROP
2024-11-18 11:12:05,195.88,196.28,20,445,SELL,NORMAL
2024-11-18 11:12:06,115.78,116.02,133,718,SELL,NORMAL
2024-11-18 11:12:07,125.14,125.23,311,644,BUY,NORMAL
2024-11-18 11:12:08,159.58,159.9,199,340,SELL,NORMAL
2024-11-18 11:12:09,115.86,115.89,153,829,BUY,DROP
2024-11-18 11:12:10,119.58,119.93,506,840,HOLD,SPIKE
2024-11-18 11:12:11,192.5,192.96,612,339,HOLD,SPIKE
2024-11-18 11:12:12,144.12,144.36,248,552,HOLD,DROP
2024-11-18 11:12:13,179.67,179.72,565,544,HOLD,SPIKE
2024-11-18 11:12:14,100.71,101.04,191,455,SELL,SPIKE
2024-11-18 11:12:15,117.45,117.82,144,670,SELL,SPIKE
2024-11-18 11:12:16,158.76,158.78,909,534,HOLD,DROP
2024-11-18 11:12:17,140.94,141.01,210,283,BUY,SPIKE
2024-11-18 11:12:18,207.5,207.69,123,656,SELL,SPIKE
2024-11-18 11:12:19,171.74,172.23,887,146,BUY,NORMAL
2024-11-18 11:12:20,188.05,188.17,977,156,BUY,SPIKE
2024-11-18 11:12:21,129.81,130.2,663,927,SELL,SPIKE
2024-11-18 11:12:22,147.2,147.34,200,823,SELL,SPIKE
2024-11-18 11:12:23,152.18,152.37,141,311,SELL,DROP
2024-11-18 11:12:24,169.55,169.69,128,951,SELL,SPIKE
2024-11-18 11:12:25,120.76,120.89,490,846,HOLD,NORMAL
2024-11-18 11:12:26,107.19,107.31,923,984,SELL,NORMAL
2024-11-18 11:12:27,167.7,167.84,732,183,SELL,SPIKE
2024-11-18 11:12:28,156.79,157.22,479,605,BUY,DROP
2024-11-18 11:12:29,123.13,123.47,495,752,SELL,DROP
2024-11-18 11:12:30,197.37,197.44,691,963,BUY,SPIKE
2024-11-18 11:12:31,172.21,172.38,925,219,BUY,DROP
2024-11-18 11:12:32,155.26,155.66,860,223,SELL,DROP
2024-11-18 11:12:33,185.32,185.76,872,674,HOLD,SPIKE
2024-11-18 11:12:34,178.59,178.98,750,813,SELL,DROP
2024-11-18 11:12:35,192.37,192.75,266,781,HOLD,NORMAL
2024-11-18 11:12:36,109.89,110.18,631,476,SELL,DROP
2024-11-18 11:12:37,113.06,113.16,634,771,HOLD,DROP
2024-11-18 11:12:38,164.51,164.68,191,231,SELL,NORMAL
2024-11-18 11:12:39,175.1,175.29,513,460,HOLD,SPIKE
2024-11-18 11:12:40,132.22,132.55,608,64,HOLD,NORMAL
2024-11-18 11:12:41,103.94,104.42,410,953,BUY,SPIKE
2024-11-18 11:12:42,199.61,199.74,81,683,BUY,NORMAL
2024-11-18 11:12:43,120.79,121.23,378,519,HOLD,NORMAL
2024-11-18 11:12:44,206.55,207.05,817,784,HOLD,SPIKE
2024-11-18 11:12:45,131.49,131.92,745,719,BUY,NORMAL
2024-11-18 11:12:46,160.59,160.75,512,297,HOLD,SPIKE
2024-11-18 11:12:47,130.66,131.08,569,664,SELL,DROP
2024-11-18 11:12:48,125.39,125.49,499,201,HOLD,SPIKE
2024-11-18 11:12:49,139.1,139.41,464,603,HOLD,DROP
2024-11-18 11:12:50,105.04,105.12,227,276,BUY,SPIKE
2024-11-18 11:12:51,136.14,136.31,767,203,HOLD,SPIKE
2024-11-18 11:12:52,145.54,145.83,131,513,BUY,NORMAL
2024-11-18 11:12:53,148.83,148.9,475,804,BUY,NORMAL
2024-11-18 11:12:54,123.54,123.82,384,535,BUY,NORMAL
2024-11-18 11:12:55,120.93,120.99,406,919,BUY,DROP
2024-11-18 11:12:56,141.89,142.11,481,104,SELL,DROP
2024-11-18 11:12:57,181.25,181.36,699,380,BUY,NORMAL
2024-11-18 11:12:58,103.95,104.14,761,767,SELL,DROP
2024-11-18 11:12:59,107.86,108.08,213,153,HOLD,NORMAL
2024-11-18 11:13:00,186.49,186.53,187,401,HOLD,NORMAL
2024-11-18 11:13:01,191.97,192.02,909,471,HOLD,SPIKE
2024-11-18 11:13:02,137.74,138.2,651,921,BUY,SPIKE
2024-11-18 11:13:03,172.95,173.21,824,874,SELL,SPIKE
2024-11-18 11:13:04,117.2,117.32,314,984,SELL,SPIKE
2024-11-18 11:13:05,197.94,198.03,365,360,SELL,DROP
2024-11-18 11:13:06,139.89,140.16,713,442,SELL,NORMAL
2024-11-18 11:13:07,156.35,156.6,948,592,BUY,DROP
2024-11-18 11:13:08,154.77,154.81,197,364,BUY,NORMAL
2024-11-18 11:13:09,135.09,135.5,623,604,SELL,NORMAL
2024-11-18 11:13:10,192.12,192.49,777,317,SELL,SPIKE
2024-11-18 11:13:11,194.08,194.21,530,510,BUY,DROP
2024-11-18 11:13:12,101.78,102.22,606,633,SELL,NORMAL
2024-11-18 11:13:13,168.85,169.12,896,340,BUY,NORMAL
2024-11-18 11:13:14,158.89,159.14,801,45,SELL,DROP
2024-11-18 11:13:15,140.79,140.95,629,527,HOLD,DROP
2024-11-18 11:13:16,169.73,169.89,984,259,SELL,SPIKE
2024-11-18 11:13:17,167.86,168.03,415,353,SELL,DROP
2024-11-18 11:13:18,175.02,175.49,41,20,HOLD,DROP
2024-11-18 11:13:19,112.98,113.38,924,54,HOLD,NORMAL
2024-11-18 11:13:20,105.77,105.79,864,824,BUY,SPIKE
2024-11-18 11:13:21,132.06,132.38,640,909,SELL,SPIKE
2024-11-18 11:13:22,180.4,180.83,893,638,BUY,SPIKE
2024-11-18 11:13:23,173.48,173.88,814,208,BUY,DROP
2024-11-18 11:13:24,170.61,170.83,863,363,HOLD,NORMAL
2024-11-18 11:13:25,136.93,137.39,781,821,BUY,SPIKE
2024-11-18 11:13:26,175.52,175.56,74,174,SELL,DROP
2024-11-18 11:13:27,133.63,133.81,265,867,BUY,SPIKE
2024-11-18 11:13:28,162.98,163.06,352,286,SELL,DROP
2024-11-18 11:13:29,150.11,150.12,945,644,SELL,NORMAL
2024-11-18 11:13:30,163.42,163.58,351,38,HOLD,DROP
2024-11-18 11:13:31,142.11,142.51,196,980,HOLD,SPIKE
2024-11-18 11:13:32,160.84,160.9,91,174,HOLD,SPIKE
2024-11-18 11:13:33,171.73,172.12,328,381,BUY,SPIKE
2024-11-18 11:13:34,126.23,126.3,683,311,SELL,NORMAL
2024-11-18 11:13:35,143.44,143.86,120,79,BUY,NORMAL
2024-11-18 11:13:36,190.47,190.95,580,839,SELL,SPIKE
2024-11-18 11:13:37,145.49,145.78,542,942,SELL,DROP
2024-11-18 11:13:38,123.3,123.56,346,938,HOLD,DROP
2024-11-18 11:13:39,159.12,159.22,136,349,BUY,DROP
2024-11-18 11:13:40,110.23,110.64,447,840,HOLD,DROP
2024-11-18 11:13:41,188.07,188.25,891,533,BUY,NORMAL
2024-11-18 11:13:42,116.29,116.31,599,180,HOLD,DROP
2024-11-18 11:13:43,108.75,108.81,79,399,BUY,DROP
2024-11-18 11:13:44,151.93,152.26,275,501,HOLD,DROP
2024-11-18 11:13:45,112.81,112.92,524,565,BUY,SPIKE
2024-11-18 11:13:46,132.09,132.22,17,225,BUY,SPIKE
2024-11-18 11:13:47,159.4,159.54,75,372,SELL,SPIKE
2024-11-18 11:13:48,129.85,130.11,38,755,HOLD,SPIKE
2024-11-18 11:13:49,152.91,153.3,216,482,BUY,NORMAL
2024-11-18 11:13:50,177.46,177.65,627,91,HOLD,NORMAL
2024-11-18 11:13:51,104.08,104.2,53,470,HOLD,NORMAL
2024-11-18 11:13:52,136.88,137.24,658,664,HOLD,SPIKE
2024-11-18 11:13:53,106.77,106.92,908,956,BUY,DROP
2024-11-18 11:13:54,118.53,118.96,291,684,HOLD,NORMAL
2024-11-18 11:13:55,148.12,148.41,221,694,SELL,SPIKE
2024-11-18 11:13:56,118.81,119.18,881,511,HOLD,DROP
2024-11-18 11:13:57,176.26,176.55,305,594,HOLD,NORMAL
2024-11-18 11:13:58,114.31,114.42,438,560,BUY,NORMAL
2024-11-18 11:13:59,108.85,109.21,80,364,SELL,DROP
2024-11-18 11:14:00,199.91,200.36,556,756,SELL,NORMAL
2024-11-18 11:14:01,154.69,155.11,959,115,HOLD,NORMAL
2024-11-18 11:14:02,142.23,142.66,242,735,SELL,NORMAL
2024-11-18 11:14:03,191.57,191.86,578,162,BUY,SPIKE
2024-11-18 11:14:04,167.87,168.01,537,258,SELL,NORMAL
2024-11-18 11:14:05,153.63,154.09,859,680,HOLD,NORMAL
2024-11-18 11:14:06,138.05,138.12,784,920,BUY,NORMAL
2024-11-18 11:14:07,115.1,115.37,503,143,HOLD,DROP
2024-11-18 11:14:08,149.66,149.85,968,919,SELL,SPIKE
2024-11-18 11:14:09,161.63,162.07,300,517,HOLD,DROP
2024-11-18 11:14:10,170.42,170.84,192,409,HOLD,NORMAL
2024-11-18 11:14:11,176.11,176.34,540,101,BUY,DROP
2024-11-18 11:14:12,100.93,101.13,188,928,SELL,DROP
2024-11-18 11:14:13,154.82,155.01,46,217,SELL,DROP
2024-11-18 11:14:14,163.7,163.85,752,243,SELL,NORMAL
2024-11-18 11:14:15,198.31,198.44,591,564,HOLD,NORMAL
2024-11-18 11:14:16,199.86,200.12,811,465,SELL,SPIKE
2024-11-18 11:14:17,106.88,107.15,105,797,BUY,DROP
2024-11-18 11:14:18,193.43,193.78,716,974,BUY,DROP
2024-11-18 11:14:19,194.27,194.71,812,522,HOLD,NORMAL
2024-11-18 11:14:20,104.06,104.38,715,782,SELL,DROP
2024-11-18 11:14:21,125.7,125.93,386,983,SELL,SPIKE
2024-11-18 11:14:22,139.44,139.51,534,803,BUY,SPIKE
2024-11-18 11:14:23,167.13,167.42,753,576,HOLD,NORMAL
2024-11-18 11:14:24,197.08,197.56,629,300,HOLD,DROP
2024-11-18 11:14:25,155.78,156.21,98,53,BUY,SPIKE
2024-11-18 11:14:26,154.61,155.09,837,410,HOLD,NORMAL
2024-11-18 11:14:27,132.57,132.62,870,528,BUY,DROP
2024-11-18 11:14:28,103.91,104.17,307,518,BUY,DROP
2024-11-18 11:14:29,155.82,156.14,157,337,SELL,DROP
2024-11-18 11:14:30,112.27,112.66,38,184,HOLD,SPIKE
2024-11-18 11:14:31,122.05,122.08,21,911,SELL,NORMAL
2024-11-18 11:14:32,128.14,128.59,470,225,BUY,NORMAL
2024-11-18 11:14:33,167.65,167.82,680,674,BUY,SPIKE
2024-11-18 11:14:34,159.48,159.71,81,259,SELL,NORMAL
2024-11-18 11:14:35,172.62,173.1,516,831,BUY,NORMAL
2024-11-18 11:14:36,125.58,125.97,804,528,HOLD,DROP
2024-11-18 11:14:37,139.16,139.32,654,371,HOLD,SPIKE
2024-11-18 11:14:38,130.11,130.27,466,659,BUY,SPIKE
2024-11-18 11:14:39,189.29,189.53,439,685,SELL,NORMAL
2024-11-18 11:14:40,158.78,159.08,932,966,SELL,SPIKE
2024-11-18 11:14:41,136.04,136.53,809,373,HOLD,NORMAL
2024-11-18 11:14:42,196.84,197.33,769,128,SELL,NORMAL
2024-11-18 11:14:43,122.67,122.95,138,182,BUY,SPIKE
2024-11-18 11:14:44,157.39,157.52,196,24,SELL,DROP
2024-11-18 11:14:45,185.41,185.71,237,224,HOLD,DROP
2024-11-18 11:14:46,170.81,171.24,309,75,HOLD,SPIKE
2024-11-18 11:14:47,143.25,143.27,149,90,BUY,NORMAL
2024-11-18 11:14:48,135.66,135.97,707,219,BUY,SPIKE
2024-11-18 11:14:49,135.31,135.7,22,939,BUY,NORMAL
2024-11-18 11:14:50,147.9,148.21,346,360,BUY,SPIKE
2024-11-18 11:14:51,199.43,199.91,980,815,BUY,SPIKE
2024-11-18 11:14:52,197.84,198.15,488,177,HOLD,SPIKE
2024-11-18 11:14:53,107.1,107.37,585,582,SELL,NORMAL
2024-11-18 11:14:54,111.62,111.67,256,103,SELL,SPIKE
2024-11-18 11:14:55,137.31,137.75,270,931,SELL,NORMAL
2024-11-18 11:14:56,131.93,132.04,910,356,SELL,DROP
2024-11-18 11:14:57,178.51,179.03,682,450,HOLD,SPIKE
2024-11-18 11:14:58,139.88,140.35,520,406,BUY,SPIKE
2024-11-18 11:14:59,142.2,142.26,997,627,SELL,SPIKE
2024-11-18 11:15:00,131.45,131.69,923,417,HOLD,DROP
2024-11-18 11:15:01,102.02,102.42,743,591,BUY,SPIKE
2024-11-18 11:15:02,139.51,139.61,574,335,HOLD,NORMAL
2024-11-18 11:15:03,126.75,126.91,303,185,SELL,DROP
2024-11-18 11:15:04,110.9,111.02,63,750,BUY,SPIKE
2024-11-18 11:15:05,186.05,186.12,314,15,BUY,DROP
2024-11-18 11:15:06,112.95,113.42,214,857,SELL,NORMAL
2024-11-18 11:15:07,166.68,166.86,206,955,HOLD,SPIKE
2024-11-18 11:15:08,172.01,172.36,14,49,SELL,NORMAL
2024-11-18 11:15:09,117.26,117.67,345,732,HOLD,DROP
2024-11-18 11:15:10,169.22,169.38,428,464,HOLD,NORMAL
2024-11-18 11:15:11,129.83,129.88,427,587,BUY,SPIKE
2024-11-18 11:15:12,123.25,123.72,431,413,SELL,DROP
2024-11-18 11:15:13,188.91,189.38,355,316,HOLD,NORMAL
2024-11-18 11:15:14,188.99,189.49,780,33,BUY,DROP
2024-11-18 11:15:15,113.23,113.45,367,379,BUY,DROP
2024-11-18 11:15:16,139.13,139.3,97,81,BUY,SPIKE
2024-11-18 11:15:17,134.74,134.94,807,469,BUY,DROP
2024-11-18 11:15:18,180.74,181.21,997,601,HOLD,SPIKE
2024-11-18 11:15:19,140.77,141.2,100,942,SELL,NORMAL
2024-11-18 11:15:20,176.21,176.63,300,163,SELL,NORMAL
2024-11-18 11:15:21,113.36,113.83,447,933,BUY,DROP
2024-11-18 11:15:22,169.56,169.9,110,583,SELL,SPIKE
2024-11-18 11:15:23,190.2,190.29,583,586,BUY,SPIKE
2024-11-18 11:15:24,197.11,197.41,773,900,HOLD,SPIKE
2024-11-18 11:15:25,180.98,181.37,327,626,BUY,SPIKE
2024-11-18 11:15:26,163.05,163.3,112,181,HOLD,DROP
2024-11-18 11:15:27,184.04,184.21,126,540,HOLD,NORMAL
2024-11-18 11:15:28,112.54,113.01,743,643,BUY,NORMAL
2024-11-18 11:15:29,155.5,155.88,265,913,SELL,SPIKE
2024-11-18 11:15:30,165.36,165.8,673,10,HOLD,NORMAL
2024-11-18 11:15:31,102.24,102.53,804,322,HOLD,SPIKE
2024-11-18 11:15:32,119.71,120.12,936,716,HOLD,DROP
2024-11-18 11:15:33,108.06,108.49,816,72,HOLD,SPIKE
2024-11-18 11:15:34,116.02,116.08,165,975,BUY,NORMAL
2024-11-18 11:15:35,101.09,101.3,48,668,SELL,DROP
2024-11-18 11:15:37,141.4,141.74,659,928,BUY,SPIKE
2024-11-18 11:15:38,146.3,146.65,993,840,SELL,SPIKE
2024-11-18 11:15:39,112.44,112.91,855,334,HOLD,SPIKE
2024-11-18 11:15:40,136.08,136.27,450,166,HOLD,NORMAL
2024-11-18 11:15:41,194.08,194.15,827,104,SELL,SPIKE
2024-11-18 11:15:42,152.58,152.82,562,485,SELL,SPIKE
2024-11-18 11:15:43,144.58,145.01,571,841,HOLD,SPIKE
2024-11-18 11:15:44,102.08,102.25,556,112,HOLD,NORMAL
2024-11-18 11:15:45,178.3,178.42,362,628,BUY,SPIKE
2024-11-18 11:15:46,127.19,127.41,32,964,BUY,SPIKE
2024-11-18 11:15:47,124.5,124.8,595,715,SELL,SPIKE
2024-11-18 11:15:48,147.17,147.24,372,421,HOLD,NORMAL
2024-11-18 11:15:49,106.74,107.2,862,792,SELL,SPIKE
2024-11-18 11:15:50,129.25,129.47,91,599,SELL,SPIKE
2024-11-18 11:15:51,148.47,148.9,91,882,BUY,NORMAL
